customer_id,product_category,product,type,price,num_clicks,added_to_cart,purchased,timestamp
CUST0994,Electronics,Laptop,Gaming,800.38,1,Yes,No,2025-04-04 06:15:53.306712
CUST0553,Electronics,Laptop,Ultrabook,538.52,5,Yes,Yes,2025-02-08 05:06:57.306712
CUST0219,Electronics,Headphones,Wired,471.2,4,No,No,2025-02-03 14:55:40.306712
CUST0946,Home,Table,Coffee,409.62,3,Yes,No,2025-04-10 03:51:48.306712
CUST0633,Books,Novel,Mystery,806.61,4,No,No,2025-01-14 01:55:45.306712
CUST0631,Books,Biography,Celebrity,747.47,5,Yes,Yes,2025-01-14 00:12:45.306712
CUST0359,Clothing,Jeans,Regular,448.46,3,No,No,2025-01-14 08:51:21.306712
CUST0104,Books,Biography,Historical,389.35,3,Yes,Yes,2025-03-04 10:39:04.306712
CUST0921,Clothing,Jeans,Slim,385.26,5,Yes,No,2025-01-14 04:18:16.306712
CUST0160,Home,Chair,Dining,356.3,1,No,No,2025-02-20 21:27:17.306712
CUST0384,Home,Lamp,Halogen,656.69,2,Yes,No,2025-04-10 03:09:47.306712
CUST0187,Toys,Doll,Barbie,500.09,3,No,No,2025-02-25 02:08:56.306712
CUST0673,Books,Novel,Fiction,462.05,2,No,No,2025-02-16 20:28:14.306712
CUST0766,Books,Novel,Mystery,371.02,3,Yes,No,2025-03-23 08:48:10.306712
CUST0204,Electronics,Mobile,iOS,354.11,2,Yes,No,2025-01-17 10:00:21.306712
CUST0137,Books,Biography,Celebrity,510.61,5,No,No,2025-04-10 23:40:44.306712
CUST0033,Clothing,Jacket,Leather,460.5,1,No,No,2025-03-01 01:02:24.306712
CUST0983,Home,Chair,Dining,342.36,5,No,No,2025-03-01 23:48:45.306712
CUST0564,Books,Textbook,Math,288.41,3,No,No,2025-02-14 01:14:42.306712
CUST0770,Books,Textbook,Science,242.98,1,No,No,2025-01-26 06:25:38.306712
CUST0113,Electronics,Mobile,Android,437.34,2,No,No,2025-01-28 14:38:27.306712
CUST0353,Toys,Puzzle,Jigsaw,681.36,1,Yes,No,2025-01-18 13:27:48.306712
CUST0695,Home,Lamp,LED,581.17,11,No,No,2025-02-24 16:15:38.306712
CUST0492,Home,Lamp,Halogen,526.71,1,Yes,No,2025-01-21 12:42:30.306712
CUST0780,Books,Novel,Fiction,635.13,4,No,No,2025-03-25 07:28:27.306712
CUST0524,Clothing,T-Shirt,V-Neck,514.43,2,Yes,No,2025-03-28 22:48:24.306712
CUST0118,Home,Table,Coffee,962.95,1,No,No,2025-03-19 04:51:51.306712
CUST0841,Books,Novel,Mystery,403.97,0,No,No,2025-03-23 02:22:30.306712
CUST0802,Electronics,Headphones,Wireless,506.03,5,No,No,2025-01-31 19:49:57.306712
CUST0876,Toys,Car,Electric,777.89,5,No,No,2025-02-04 18:42:21.306712
CUST0124,Clothing,Jeans,Slim,652.27,3,No,No,2025-02-09 02:20:44.306712
CUST0197,Clothing,Jeans,Slim,766.01,3,No,No,2025-03-14 08:40:30.306712
CUST0205,Electronics,Mobile,iOS,322.52,2,No,No,2025-02-22 01:16:23.306712
CUST0538,Home,Table,Coffee,498.33,4,Yes,Yes,2025-02-23 21:01:50.306712
CUST0491,Electronics,Headphones,Wired,695.17,2,No,No,2025-03-17 00:32:06.306712
CUST0053,Home,Chair,Dining,670.2,3,Yes,Yes,2025-02-16 14:08:54.306712
CUST0729,Books,Novel,Mystery,651.46,4,Yes,No,2025-01-31 03:42:50.306712
CUST0042,Electronics,Mobile,iOS,438.92,4,No,No,2025-02-03 02:08:43.306712
CUST0293,Books,Biography,Historical,702.09,1,No,No,2025-02-24 08:17:21.306712
CUST0190,Home,Lamp,Halogen,468.17,0,Yes,No,2025-02-14 23:08:08.306712
CUST0312,Electronics,Mobile,Android,356.72,3,No,No,2025-03-20 19:37:03.306712
CUST0566,Clothing,Jeans,Regular,536.95,3,No,No,2025-03-26 11:32:15.306712
CUST0830,Home,Table,Study,426.65,2,No,No,2025-02-05 15:22:11.306712
CUST0666,Home,Chair,Dining,493.09,6,No,No,2025-01-21 23:27:55.306712
CUST0909,Electronics,Mobile,Android,397.75,2,No,No,2025-01-17 11:49:46.306712
CUST0601,Clothing,T-Shirt,V-Neck,483.63,5,No,No,2025-04-13 08:46:29.306712
CUST0102,Electronics,Headphones,Wired,612.73,5,No,No,2025-02-11 18:41:34.306712
CUST0743,Books,Novel,Fiction,391.2,3,No,No,2025-01-17 18:17:21.306712
CUST0131,Clothing,Jeans,Regular,585.48,2,No,No,2025-04-10 01:44:57.306712
CUST0899,Toys,Doll,Action,573.86,4,Yes,Yes,2025-03-24 03:41:32.306712
CUST0121,Books,Novel,Mystery,65.45,3,No,No,2025-02-23 04:33:08.306712
CUST0537,Toys,Puzzle,Jigsaw,434.85,1,No,No,2025-03-12 16:19:52.306712
CUST0281,Clothing,Jeans,Slim,522.67,4,Yes,No,2025-01-19 09:51:38.306712
CUST0814,Clothing,Jacket,Denim,250.17,4,Yes,Yes,2025-03-06 04:56:47.306712
CUST0892,Toys,Puzzle,Jigsaw,430.07,2,No,No,2025-02-25 00:13:17.306712
CUST0769,Toys,Doll,Action,490.46,4,No,No,2025-02-21 10:14:51.306712
CUST0622,Home,Chair,Office,383.48,4,No,No,2025-01-13 20:35:30.306712
CUST0164,Toys,Puzzle,Jigsaw,429.31,5,Yes,No,2025-03-31 06:32:33.306712
CUST0526,Books,Textbook,Science,457.61,6,No,No,2025-02-11 23:11:55.306712
CUST0873,Clothing,Jeans,Regular,491.99,4,No,No,2025-03-08 02:48:24.306712
CUST0122,Clothing,T-Shirt,Round Neck,806.6,3,Yes,No,2025-02-10 20:14:46.306712
CUST0041,Clothing,Jeans,Slim,373.21,3,No,No,2025-02-08 18:21:38.306712
CUST0895,Electronics,Headphones,Wireless,614.47,7,Yes,No,2025-02-02 21:28:23.306712
CUST0548,Electronics,Mobile,iOS,731.99,3,No,No,2025-03-15 22:27:35.306712
CUST0620,Home,Lamp,LED,582.7,4,Yes,No,2025-04-09 08:02:22.306712
CUST0563,Home,Table,Coffee,586.03,2,No,No,2025-02-22 03:42:35.306712
CUST0920,Toys,Doll,Action,601.71,3,No,No,2025-01-19 01:38:07.306712
CUST0641,Electronics,Laptop,Gaming,392.86,0,No,No,2025-03-25 10:20:09.306712
CUST0989,Home,Chair,Dining,594.93,4,Yes,No,2025-03-06 16:24:30.306712
CUST0674,Toys,Puzzle,3D,540.98,2,Yes,No,2025-03-17 23:43:26.306712
CUST0264,Toys,Car,Electric,444.8,3,No,No,2025-04-02 19:35:36.306712
CUST0453,Clothing,Jeans,Regular,378.8,2,No,No,2025-02-02 07:22:00.306712
CUST0596,Books,Novel,Mystery,311.44,1,No,No,2025-02-05 00:09:21.306712
CUST0748,Books,Biography,Historical,663.65,3,No,No,2025-04-11 02:24:21.306712
CUST0491,Electronics,Laptop,Gaming,529.1,1,No,No,2025-02-27 02:39:30.306712
CUST0190,Clothing,T-Shirt,V-Neck,566.56,3,No,No,2025-03-25 08:00:48.306712
CUST0185,Home,Chair,Dining,118.26,2,No,No,2025-01-29 07:49:47.306712
CUST0907,Clothing,Jeans,Slim,632.65,4,No,No,2025-01-20 06:02:30.306712
CUST0147,Electronics,Laptop,Gaming,1020.5,1,No,No,2025-02-26 16:29:06.306712
CUST0931,Books,Novel,Fiction,660.85,3,No,No,2025-03-25 01:41:10.306712
CUST0769,Electronics,Headphones,Wireless,441.29,2,Yes,No,2025-02-19 04:42:53.306712
CUST0394,Electronics,Mobile,Android,352.25,4,No,No,2025-03-28 15:09:34.306712
CUST0851,Electronics,Mobile,Android,374.59,1,No,No,2025-03-29 06:42:21.306712
CUST0086,Home,Chair,Office,643.72,3,No,No,2025-03-31 10:37:43.306712
CUST0990,Electronics,Mobile,iOS,468.03,6,No,No,2025-04-06 07:11:02.306712
CUST0725,Electronics,Mobile,Android,729.39,8,Yes,Yes,2025-03-09 03:44:25.306712
CUST0914,Books,Novel,Mystery,487.03,4,Yes,Yes,2025-01-28 12:14:38.306712
CUST0250,Electronics,Headphones,Wired,323.64,5,No,No,2025-03-15 10:20:59.306712
CUST0557,Electronics,Mobile,Android,381.76,5,No,No,2025-01-23 11:46:44.306712
CUST0558,Home,Chair,Dining,177.33,3,No,No,2025-01-27 06:42:05.306712
CUST0002,Clothing,T-Shirt,Round Neck,501.53,2,No,No,2025-02-23 23:29:58.306712
CUST0395,Clothing,Jeans,Regular,353.76,2,No,No,2025-02-04 10:33:02.306712
CUST0944,Books,Textbook,Math,196.18,5,No,No,2025-03-02 06:13:37.306712
CUST0174,Electronics,Mobile,Android,796.78,2,No,No,2025-02-09 20:52:36.306712
CUST0366,Electronics,Headphones,Wired,406.17,4,Yes,Yes,2025-04-13 03:41:33.306712
CUST0947,Electronics,Mobile,Android,167.76,4,Yes,Yes,2025-03-06 00:18:41.306712
CUST0343,Toys,Puzzle,3D,809.96,4,No,No,2025-01-28 02:14:23.306712
CUST0915,Home,Table,Study,574.21,1,No,No,2025-02-16 07:59:57.306712
CUST0897,Electronics,Laptop,Ultrabook,353.0,2,No,No,2025-03-18 18:08:54.306712
CUST0378,Home,Table,Coffee,138.76,3,Yes,No,2025-04-07 04:08:27.306712
CUST0956,Clothing,Jacket,Leather,236.27,1,Yes,No,2025-02-13 14:27:09.306712
CUST0152,Books,Biography,Celebrity,570.66,4,Yes,No,2025-01-24 11:53:35.306712
CUST0592,Books,Textbook,Science,232.64,3,Yes,Yes,2025-02-13 20:58:15.306712
CUST0131,Clothing,Jeans,Regular,254.89,0,No,No,2025-02-13 12:15:41.306712
CUST0507,Books,Biography,Celebrity,526.96,1,No,No,2025-03-12 22:21:54.306712
CUST0813,Home,Chair,Office,632.25,3,No,No,2025-02-19 17:05:17.306712
CUST0429,Toys,Doll,Action,319.01,4,No,No,2025-03-06 04:57:26.306712
CUST0550,Clothing,Jeans,Slim,380.13,7,Yes,No,2025-02-23 11:09:43.306712
CUST0540,Toys,Car,Electric,747.09,2,No,No,2025-03-22 18:31:41.306712
CUST0090,Clothing,Jeans,Slim,1078.94,1,Yes,No,2025-02-02 05:52:40.306712
CUST0872,Electronics,Laptop,Ultrabook,523.92,5,No,No,2025-01-26 11:29:43.306712
CUST0944,Electronics,Mobile,iOS,320.64,1,No,No,2025-02-17 13:03:47.306712
CUST0870,Clothing,Jeans,Regular,423.32,3,Yes,Yes,2025-04-06 08:33:48.306712
CUST0565,Books,Novel,Fiction,687.91,6,Yes,No,2025-01-18 22:22:42.306712
CUST0765,Clothing,T-Shirt,Round Neck,155.32,1,Yes,No,2025-02-19 03:44:57.306712
CUST0751,Electronics,Headphones,Wired,126.75,4,No,No,2025-02-18 14:17:20.306712
CUST0056,Electronics,Headphones,Wireless,347.94,0,No,No,2025-02-28 19:17:18.306712
CUST0858,Toys,Puzzle,Jigsaw,215.59,3,Yes,Yes,2025-01-27 05:24:08.306712
CUST0081,Clothing,T-Shirt,Round Neck,543.01,6,Yes,No,2025-04-02 12:17:11.306712
CUST0427,Clothing,T-Shirt,V-Neck,203.65,3,No,No,2025-03-26 16:49:03.306712
CUST0144,Toys,Car,Remote Control,590.29,4,No,No,2025-02-28 03:48:40.306712
CUST0422,Home,Lamp,LED,389.89,3,No,No,2025-02-10 08:25:20.306712
CUST0114,Clothing,T-Shirt,Round Neck,376.65,5,Yes,No,2025-01-30 08:40:23.306712
CUST0516,Clothing,T-Shirt,V-Neck,619.63,2,Yes,No,2025-04-04 08:29:13.306712
CUST0434,Books,Textbook,Science,304.89,2,No,No,2025-04-12 17:58:37.306712
CUST0586,Toys,Doll,Barbie,50.0,2,Yes,No,2025-02-23 15:25:30.306712
CUST0954,Clothing,Jeans,Slim,457.31,5,No,No,2025-03-05 03:23:14.306712
CUST0387,Clothing,Jacket,Leather,771.52,2,No,No,2025-02-21 09:12:25.306712
CUST0634,Electronics,Mobile,iOS,677.3,3,Yes,Yes,2025-03-26 22:29:52.306712
CUST1000,Toys,Car,Electric,835.13,2,No,No,2025-04-02 18:55:18.306712
CUST0710,Books,Biography,Celebrity,461.2,0,No,No,2025-03-17 21:06:11.306712
CUST0658,Books,Biography,Historical,461.04,2,No,No,2025-01-18 19:35:46.306712
CUST0823,Home,Table,Study,438.94,3,No,No,2025-02-01 09:57:25.306712
CUST0277,Electronics,Mobile,Android,380.72,1,No,No,2025-02-17 17:21:28.306712
CUST0618,Home,Chair,Office,506.0,3,No,No,2025-02-09 21:47:30.306712
CUST0167,Toys,Puzzle,Jigsaw,553.76,2,No,No,2025-02-03 01:59:16.306712
CUST0612,Electronics,Laptop,Gaming,294.38,3,No,No,2025-03-08 01:44:09.306712
CUST0207,Electronics,Mobile,iOS,362.07,4,No,No,2025-01-21 18:21:28.306712
CUST0584,Toys,Puzzle,3D,489.36,3,Yes,Yes,2025-02-13 01:13:37.306712
CUST0096,Home,Chair,Dining,601.93,2,No,No,2025-03-27 11:44:31.306712
CUST0290,Books,Textbook,Math,695.52,0,No,No,2025-02-13 00:58:33.306712
CUST0770,Books,Textbook,Science,254.84,4,No,No,2025-01-26 01:59:53.306712
CUST0720,Electronics,Laptop,Ultrabook,586.98,2,Yes,No,2025-04-10 13:13:27.306712
CUST0760,Toys,Puzzle,Jigsaw,311.35,10,Yes,Yes,2025-03-31 19:10:40.306712
CUST0392,Books,Textbook,Math,314.91,5,No,No,2025-02-10 16:13:44.306712
CUST0166,Clothing,Jacket,Denim,335.01,4,No,No,2025-01-21 03:42:33.306712
CUST0907,Electronics,Headphones,Wireless,259.84,0,No,No,2025-04-09 09:00:29.306712
CUST0221,Clothing,Jacket,Leather,776.97,1,Yes,No,2025-03-03 05:03:39.306712
CUST0529,Toys,Car,Remote Control,579.33,4,No,No,2025-02-25 22:54:23.306712
CUST0805,Clothing,Jeans,Regular,604.33,1,No,No,2025-02-17 11:47:59.306712
CUST0639,Books,Novel,Mystery,376.9,2,No,No,2025-02-05 17:22:12.306712
CUST0214,Toys,Car,Electric,306.81,4,No,No,2025-01-28 07:19:22.306712
CUST0581,Books,Novel,Fiction,337.57,3,No,No,2025-01-27 08:32:11.306712
CUST0785,Home,Table,Coffee,760.85,2,Yes,No,2025-03-02 22:45:06.306712
CUST0097,Books,Biography,Historical,412.82,2,No,No,2025-02-11 05:01:08.306712
CUST0166,Electronics,Laptop,Ultrabook,725.15,1,No,No,2025-02-16 19:36:36.306712
CUST0092,Electronics,Mobile,iOS,524.61,4,No,No,2025-02-07 13:15:18.306712
CUST0485,Home,Lamp,LED,418.77,5,No,No,2025-01-25 13:03:51.306712
CUST0996,Toys,Doll,Barbie,310.6,3,No,No,2025-02-17 19:09:12.306712
CUST0880,Home,Lamp,Halogen,503.18,3,Yes,No,2025-04-12 13:17:35.306712
CUST0697,Clothing,Jeans,Regular,536.1,3,No,No,2025-03-04 06:21:54.306712
CUST0866,Toys,Doll,Action,623.68,5,No,No,2025-01-21 14:44:56.306712
CUST0699,Books,Textbook,Science,354.51,4,No,No,2025-02-08 00:38:03.306712
CUST0899,Electronics,Headphones,Wireless,230.07,1,No,No,2025-03-26 10:57:22.306712
CUST0810,Clothing,Jacket,Leather,618.24,3,No,No,2025-01-28 12:21:28.306712
CUST0874,Electronics,Laptop,Ultrabook,241.4,11,Yes,Yes,2025-02-21 06:35:33.306712
CUST0875,Electronics,Mobile,iOS,770.67,5,No,No,2025-04-08 09:08:23.306712
CUST0474,Electronics,Laptop,Ultrabook,189.31,2,No,No,2025-02-27 23:51:35.306712
CUST0658,Toys,Doll,Barbie,475.79,4,No,No,2025-01-21 20:10:58.306712
CUST0185,Electronics,Laptop,Ultrabook,651.88,3,Yes,Yes,2025-02-14 10:10:35.306712
CUST0067,Home,Lamp,Halogen,342.49,3,Yes,Yes,2025-03-26 11:31:14.306712
CUST0488,Electronics,Laptop,Ultrabook,360.26,5,No,No,2025-01-17 05:24:22.306712
CUST0559,Clothing,Jeans,Slim,496.26,1,Yes,No,2025-03-16 16:00:51.306712
CUST0219,Home,Table,Coffee,199.19,0,Yes,No,2025-03-12 20:48:49.306712
CUST0793,Books,Novel,Mystery,359.3,3,No,No,2025-03-31 04:00:29.306712
CUST0441,Books,Novel,Fiction,498.55,6,No,No,2025-02-03 01:00:57.306712
CUST0889,Electronics,Headphones,Wired,437.66,1,No,No,2025-02-08 16:59:37.306712
CUST0259,Clothing,T-Shirt,Round Neck,477.2,2,No,No,2025-01-20 05:35:14.306712
CUST0281,Books,Novel,Mystery,497.76,1,No,No,2025-04-08 08:14:50.306712
CUST0730,Books,Biography,Historical,598.35,3,No,No,2025-03-19 12:35:11.306712
CUST0915,Home,Chair,Office,652.68,4,No,No,2025-01-22 11:36:20.306712
CUST0917,Books,Biography,Celebrity,390.87,5,No,No,2025-01-29 11:35:32.306712
CUST0204,Home,Lamp,Halogen,670.46,3,Yes,Yes,2025-03-21 09:17:35.306712
CUST0803,Clothing,Jacket,Denim,668.66,2,Yes,No,2025-02-16 22:41:42.306712
CUST0935,Toys,Doll,Barbie,320.13,5,No,No,2025-03-08 23:12:48.306712
CUST0802,Toys,Puzzle,Jigsaw,58.49,2,Yes,No,2025-03-24 16:16:12.306712
CUST0684,Toys,Car,Electric,447.43,3,Yes,Yes,2025-04-03 11:06:17.306712
CUST0962,Home,Chair,Office,660.36,4,Yes,No,2025-01-27 19:52:14.306712
CUST0512,Home,Chair,Dining,200.95,0,Yes,No,2025-02-08 00:34:35.306712
CUST0534,Electronics,Laptop,Gaming,510.24,3,No,No,2025-03-16 02:12:42.306712
CUST0461,Toys,Puzzle,Jigsaw,254.33,3,Yes,Yes,2025-01-31 17:28:27.306712
CUST0431,Toys,Puzzle,3D,219.56,2,No,No,2025-02-03 11:50:17.306712
CUST0357,Clothing,T-Shirt,Round Neck,500.8,3,No,No,2025-02-18 10:57:42.306712
CUST0834,Home,Chair,Dining,590.61,4,Yes,No,2025-03-03 06:08:42.306712
CUST0839,Electronics,Headphones,Wired,714.62,1,No,No,2025-03-17 12:16:32.306712
CUST0467,Books,Biography,Celebrity,540.17,4,No,No,2025-02-16 16:54:48.306712
CUST0849,Toys,Doll,Action,428.92,4,No,No,2025-01-24 12:23:47.306712
CUST0949,Clothing,Jeans,Regular,497.0,2,No,No,2025-02-18 17:38:16.306712
CUST0182,Toys,Car,Electric,896.54,2,No,No,2025-03-07 04:55:52.306712
CUST0447,Books,Biography,Celebrity,295.3,6,No,No,2025-03-16 01:46:44.306712
CUST0291,Toys,Puzzle,Jigsaw,784.35,4,No,No,2025-04-01 18:10:39.306712
CUST0858,Electronics,Mobile,Android,371.85,1,Yes,No,2025-03-14 08:11:33.306712
CUST0955,Books,Novel,Mystery,54.85,3,Yes,No,2025-03-15 01:49:16.306712
CUST0950,Toys,Puzzle,3D,548.09,1,No,No,2025-03-03 09:07:09.306712
CUST0596,Electronics,Headphones,Wired,867.78,2,Yes,No,2025-04-06 04:49:08.306712
CUST0431,Clothing,T-Shirt,V-Neck,685.19,3,No,No,2025-03-08 01:29:41.306712
CUST0391,Electronics,Mobile,iOS,240.57,5,Yes,No,2025-02-16 13:11:27.306712
CUST0991,Books,Biography,Celebrity,110.53,1,No,No,2025-01-14 05:55:23.306712
CUST0963,Home,Chair,Dining,482.13,8,No,No,2025-02-08 11:46:35.306712
CUST0901,Home,Lamp,Halogen,517.76,1,No,No,2025-03-19 21:06:23.306712
CUST0248,Electronics,Laptop,Gaming,183.83,4,No,No,2025-01-15 00:23:22.306712
CUST0027,Clothing,Jeans,Regular,911.32,4,No,No,2025-02-15 01:01:05.306712
CUST0175,Toys,Doll,Barbie,405.83,1,No,No,2025-03-08 11:10:08.306712
CUST0997,Books,Novel,Mystery,319.77,0,No,No,2025-04-03 22:51:47.306712
CUST0053,Toys,Doll,Barbie,452.05,3,No,No,2025-03-16 06:49:35.306712
CUST0400,Clothing,Jeans,Regular,344.28,4,No,No,2025-03-04 17:32:41.306712
CUST0163,Books,Novel,Fiction,628.81,6,No,No,2025-03-23 10:40:47.306712
CUST0821,Clothing,Jacket,Leather,422.52,6,Yes,No,2025-03-30 15:42:35.306712
CUST0402,Home,Table,Coffee,650.64,5,No,No,2025-02-13 19:27:33.306712
CUST0209,Electronics,Mobile,Android,582.8,2,No,No,2025-02-24 23:28:00.306712
CUST0012,Toys,Puzzle,Jigsaw,493.88,3,No,No,2025-03-14 12:28:42.306712
CUST0725,Toys,Puzzle,3D,439.08,4,No,No,2025-01-15 23:07:53.306712
CUST0761,Clothing,Jeans,Regular,614.43,0,No,No,2025-01-31 14:54:25.306712
CUST0246,Clothing,Jeans,Slim,354.33,4,No,No,2025-03-06 11:48:52.306712
CUST0861,Clothing,Jacket,Denim,653.64,1,No,No,2025-03-29 07:20:40.306712
CUST0267,Electronics,Laptop,Gaming,799.62,2,No,No,2025-01-27 11:12:33.306712
CUST0643,Electronics,Headphones,Wireless,313.5,1,No,No,2025-01-24 06:41:28.306712
CUST0471,Toys,Puzzle,Jigsaw,604.16,5,Yes,Yes,2025-02-07 22:41:37.306712
CUST0917,Clothing,T-Shirt,Round Neck,401.42,0,No,No,2025-03-02 11:52:34.306712
CUST0865,Home,Chair,Dining,656.76,3,Yes,Yes,2025-03-31 17:42:53.306712
CUST0023,Books,Novel,Mystery,655.71,3,No,No,2025-03-15 06:08:54.306712
CUST0079,Clothing,Jacket,Denim,735.68,4,No,No,2025-02-18 22:36:28.306712
CUST0912,Home,Table,Study,513.63,0,No,No,2025-04-02 00:15:28.306712
CUST0165,Clothing,Jeans,Slim,116.27,0,No,No,2025-04-11 05:49:53.306712
CUST0183,Toys,Car,Electric,181.7,1,Yes,No,2025-01-24 21:18:51.306712
CUST1000,Home,Lamp,Halogen,767.09,1,Yes,No,2025-03-14 02:56:14.306712
CUST0615,Toys,Puzzle,Jigsaw,344.92,2,No,No,2025-03-05 03:57:51.306712
CUST0760,Home,Chair,Office,355.09,4,No,No,2025-03-13 08:32:32.306712
CUST0031,Toys,Puzzle,Jigsaw,802.76,3,No,No,2025-02-03 12:13:57.306712
CUST0888,Home,Chair,Office,817.98,5,No,No,2025-01-16 08:56:10.306712
CUST0336,Clothing,T-Shirt,Round Neck,355.97,0,No,No,2025-03-25 03:58:05.306712
CUST0709,Clothing,Jeans,Regular,393.57,5,No,No,2025-03-01 06:21:09.306712
CUST0205,Electronics,Laptop,Ultrabook,685.53,1,No,No,2025-02-27 20:29:33.306712
CUST0764,Books,Biography,Celebrity,593.12,3,No,No,2025-04-13 01:25:43.306712
CUST0198,Home,Chair,Office,274.99,6,Yes,No,2025-04-09 15:47:43.306712
CUST0735,Home,Lamp,LED,558.92,3,No,No,2025-03-11 04:12:03.306712
CUST0813,Toys,Doll,Barbie,370.63,4,No,No,2025-03-31 14:35:16.306712
CUST0211,Books,Biography,Celebrity,417.72,3,No,No,2025-02-23 15:34:53.306712
CUST0611,Home,Lamp,LED,574.65,3,No,No,2025-03-13 11:18:12.306712
CUST0393,Books,Novel,Mystery,416.34,1,Yes,No,2025-02-18 19:35:34.306712
CUST0920,Electronics,Laptop,Gaming,442.57,4,No,No,2025-04-09 20:46:11.306712
CUST0035,Toys,Doll,Action,570.22,1,No,No,2025-02-11 00:02:41.306712
CUST0619,Toys,Doll,Action,775.25,2,Yes,No,2025-01-16 09:58:01.306712
CUST0118,Clothing,Jeans,Regular,413.24,4,Yes,No,2025-02-17 05:48:25.306712
CUST0252,Electronics,Mobile,iOS,133.98,5,No,No,2025-02-18 14:56:29.306712
CUST0149,Home,Chair,Office,683.85,2,No,No,2025-02-13 10:34:06.306712
CUST0705,Electronics,Headphones,Wired,649.17,2,No,No,2025-02-03 06:19:40.306712
CUST0477,Toys,Doll,Barbie,472.3,0,No,No,2025-03-09 00:55:09.306712
CUST0068,Books,Biography,Historical,734.04,2,No,No,2025-03-05 16:48:44.306712
CUST0223,Electronics,Headphones,Wired,343.92,5,No,No,2025-03-24 01:13:18.306712
CUST0623,Electronics,Headphones,Wired,523.5,3,No,No,2025-03-20 17:41:04.306712
CUST0775,Books,Biography,Celebrity,500.64,2,No,No,2025-02-01 17:55:33.306712
CUST0202,Electronics,Laptop,Ultrabook,395.03,4,No,No,2025-01-18 01:14:05.306712
CUST0282,Books,Novel,Fiction,554.02,4,No,No,2025-02-26 11:16:03.306712
CUST0176,Toys,Doll,Action,717.62,2,No,No,2025-02-05 11:06:17.306712
CUST0591,Electronics,Laptop,Gaming,435.26,2,No,No,2025-03-17 00:03:13.306712
CUST0803,Toys,Puzzle,3D,446.69,4,No,No,2025-02-10 02:49:20.306712
CUST0135,Books,Novel,Fiction,601.62,6,Yes,Yes,2025-01-15 02:07:08.306712
CUST0072,Books,Novel,Mystery,181.83,2,No,No,2025-03-24 17:30:18.306712
CUST0309,Home,Lamp,Halogen,482.49,1,No,No,2025-02-21 09:04:18.306712
CUST0082,Toys,Doll,Action,453.38,0,No,No,2025-03-13 23:00:44.306712
CUST0049,Books,Biography,Celebrity,392.83,4,No,No,2025-03-02 09:45:34.306712
CUST0870,Electronics,Laptop,Gaming,358.41,3,Yes,Yes,2025-01-18 03:39:49.306712
CUST0846,Electronics,Mobile,Android,250.72,3,No,No,2025-02-13 20:31:04.306712
CUST0883,Books,Novel,Fiction,271.6,1,Yes,No,2025-01-22 01:17:44.306712
CUST0196,Home,Table,Coffee,178.68,4,Yes,No,2025-04-07 18:49:23.306712
CUST0054,Home,Chair,Office,601.08,1,Yes,No,2025-01-18 04:03:28.306712
CUST0970,Home,Chair,Dining,881.16,4,No,No,2025-02-14 11:35:38.306712
CUST0705,Toys,Doll,Action,521.87,6,Yes,No,2025-04-13 07:16:41.306712
CUST0142,Toys,Doll,Barbie,967.73,4,No,No,2025-01-25 18:28:33.306712
CUST0327,Clothing,Jacket,Denim,637.85,3,No,No,2025-03-16 08:17:42.306712
CUST0458,Electronics,Headphones,Wireless,403.3,3,No,No,2025-03-10 14:46:15.306712
CUST0490,Books,Biography,Celebrity,494.3,1,No,No,2025-03-29 12:35:34.306712
CUST0749,Books,Novel,Fiction,543.95,6,No,No,2025-02-08 02:55:42.306712
CUST0785,Home,Table,Coffee,213.29,5,No,No,2025-02-16 18:46:26.306712
CUST0572,Clothing,Jacket,Leather,582.67,5,No,No,2025-03-21 23:35:16.306712
CUST0080,Electronics,Laptop,Gaming,434.43,2,Yes,No,2025-02-03 03:18:20.306712
CUST0014,Clothing,Jeans,Regular,771.88,4,No,No,2025-01-31 18:04:52.306712
CUST0500,Electronics,Laptop,Gaming,226.76,6,No,No,2025-04-02 12:56:55.306712
CUST0605,Toys,Car,Remote Control,319.54,1,No,No,2025-03-28 08:16:02.306712
CUST0968,Home,Table,Study,433.39,2,No,No,2025-03-18 03:08:12.306712
CUST0158,Toys,Puzzle,Jigsaw,480.68,5,No,No,2025-02-03 18:00:27.306712
CUST0939,Home,Lamp,Halogen,463.66,2,No,No,2025-04-07 18:27:34.306712
CUST0636,Toys,Puzzle,3D,629.52,6,No,No,2025-01-31 18:09:55.306712
CUST0071,Home,Lamp,LED,598.71,6,No,No,2025-03-21 03:19:03.306712
CUST0315,Toys,Car,Electric,429.38,4,No,No,2025-01-27 19:24:42.306712
CUST0473,Electronics,Headphones,Wireless,506.17,2,Yes,No,2025-02-05 20:45:11.306712
CUST0017,Books,Novel,Mystery,463.2,3,No,No,2025-01-16 06:48:45.306712
CUST0488,Toys,Doll,Action,601.11,4,Yes,Yes,2025-04-13 12:06:00.306712
CUST0564,Electronics,Laptop,Ultrabook,820.94,2,No,No,2025-02-03 02:21:05.306712
CUST0155,Books,Textbook,Science,423.62,4,No,No,2025-03-03 19:45:26.306712
CUST0342,Electronics,Laptop,Ultrabook,503.68,2,Yes,No,2025-02-18 09:51:12.306712
CUST0101,Electronics,Headphones,Wired,497.12,6,No,No,2025-03-25 13:53:21.306712
